Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,elementId,processId,resourceCost,resourceId
61,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000005,2023-12-26 10:01:07.000,2023-12-26 10:01:08.000,Variant 1,1,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
61,END,,2023-12-26 10:01:08.000,2023-12-26 10:01:08.000,Variant 1,1,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
62,START,,2023-12-26 10:01:02.000,2023-12-26 10:01:02.000,Variant 1,1,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
62,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000008,2023-12-26 10:01:02.000,2023-12-26 10:01:03.000,Variant 1,1,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000002,2023-12-26 10:01:03.000,2023-12-26 10:01:04.000,Variant 1,1,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000007,2023-12-26 10:01:04.000,2023-12-26 10:01:05.000,Variant 1,1,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000002,2023-12-26 10:01:05.000,2023-12-26 10:01:06.000,Variant 1,1,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000008,2023-12-26 10:01:06.000,2023-12-26 10:01:07.000,Variant 1,1,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000004,2023-12-26 10:01:07.000,2023-12-26 10:01:08.000,Variant 1,1,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000010,2023-12-26 10:01:08.000,2023-12-26 10:01:09.000,Variant 1,1,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
62,END,,2023-12-26 10:01:09.000,2023-12-26 10:01:09.000,Variant 1,1,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
25,START,,2023-12-26 10:00:25.000,2023-12-26 10:00:25.000,Variant 3,3,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
25,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000004,2023-12-26 10:00:25.000,2023-12-26 10:00:26.000,Variant 3,3,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
25,END,,2023-12-26 10:00:26.000,2023-12-26 10:00:26.000,Variant 3,3,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
26,START,,2023-12-26 10:00:26.000,2023-12-26 10:00:26.000,Variant 1,1,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
26,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000009,2023-12-26 10:00:26.000,2023-12-26 10:00:27.000,Variant 1,1,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000004,2023-12-26 10:00:27.000,2023-12-26 10:00:28.000,Variant 1,1,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000010,2023-12-26 10:00:28.000,2023-12-26 10:00:29.000,Variant 1,1,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000005,2023-12-26 10:00:29.000,2023-12-26 10:00:30.000,Variant 1,1,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000001,2023-12-26 10:00:30.000,2023-12-26 10:00:31.000,Variant 1,1,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000007,2023-12-26 10:00:31.000,2023-12-26 10:00:32.000,Variant 1,1,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000003,2023-12-26 10:00:32.000,2023-12-26 10:00:33.000,Variant 1,1,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
26,END,,2023-12-26 10:00:33.000,2023-12-26 10:00:33.000,Variant 1,1,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
69,START,,2023-12-26 10:01:09.000,2023-12-26 10:01:09.000,Variant 4,4,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
69,END,,2023-12-26 10:01:09.000,2023-12-26 10:01:09.000,Variant 4,4,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
27,START,,2023-12-26 10:00:27.000,2023-12-26 10:00:27.000,Variant 2,2,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
27,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000003,2023-12-26 10:00:27.000,2023-12-26 10:00:28.000,Variant 2,2,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
27,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000009,2023-12-26 10:00:28.000,2023-12-26 10:00:29.000,Variant 2,2,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
27,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000004,2023-12-26 10:00:29.000,2023-12-26 10:00:30.000,Variant 2,2,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
27,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000010,2023-12-26 10:00:30.000,2023-12-26 10:00:31.000,Variant 2,2,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
27,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000006,2023-12-26 10:00:31.000,2023-12-26 10:00:32.000,Variant 2,2,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
27,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000002,2023-12-26 10:00:32.000,2023-12-26 10:00:33.000,Variant 2,2,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
27,END,,2023-12-26 10:00:33.000,2023-12-26 10:00:33.000,Variant 2,2,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
29,START,,2023-12-26 10:00:29.000,2023-12-26 10:00:29.000,Variant 10,10,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
29,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000002,2023-12-26 10:00:29.000,2023-12-26 10:00:30.000,Variant 10,10,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000008,2023-12-26 10:00:30.000,2023-12-26 10:00:31.000,Variant 10,10,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000004,2023-12-26 10:00:31.000,2023-12-26 10:00:32.000,Variant 10,10,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000010,2023-12-26 10:00:32.000,2023-12-26 10:00:33.000,Variant 10,10,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000006,2023-12-26 10:00:33.000,2023-12-26 10:00:34.000,Variant 10,10,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000001,2023-12-26 10:00:34.000,2023-12-26 10:00:35.000,Variant 10,10,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000006,2023-12-26 10:00:35.000,2023-12-26 10:00:36.000,Variant 10,10,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CHECKS DATA BALANCING,USER-000001,2023-12-26 10:00:36.000,2023-12-26 10:00:37.000,Variant 10,10,sid-4B0C134E-464A-40B5-B6A6-2E492ABDE178,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CHECKS COVERAGE,USER-000006,2023-12-26 10:00:37.000,2023-12-26 10:00:38.000,Variant 10,10,sid-B7270FB1-0F35-4CD2-B56A-2852DFA127CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000001,2023-12-26 10:00:38.000,2023-12-26 10:00:39.000,Variant 10,10,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000006,2023-12-26 10:00:39.000,2023-12-26 10:00:40.000,Variant 10,10,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000001,2023-12-26 10:00:40.000,2023-12-26 10:00:41.000,Variant 10,10,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000007,2023-12-26 10:00:41.000,2023-12-26 10:00:42.000,Variant 10,10,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000002,2023-12-26 10:00:42.000,2023-12-26 10:00:43.000,Variant 10,10,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000007,2023-12-26 10:00:43.000,2023-12-26 10:00:44.000,Variant 10,10,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
29,END,,2023-12-26 10:00:44.000,2023-12-26 10:00:44.000,Variant 10,10,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
28,START,,2023-12-26 10:00:28.000,2023-12-26 10:00:28.000,Variant 1,1,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
28,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000008,2023-12-26 10:00:28.000,2023-12-26 10:00:29.000,Variant 1,1,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000003,2023-12-26 10:00:29.000,2023-12-26 10:00:30.000,Variant 1,1,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000009,2023-12-26 10:00:30.000,2023-12-26 10:00:31.000,Variant 1,1,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000005,2023-12-26 10:00:31.000,2023-12-26 10:00:32.000,Variant 1,1,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000001,2023-12-26 10:00:32.000,2023-12-26 10:00:33.000,Variant 1,1,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000007,2023-12-26 10:00:33.000,2023-12-26 10:00:34.000,Variant 1,1,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000002,2023-12-26 10:00:34.000,2023-12-26 10:00:35.000,Variant 1,1,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
28,END,,2023-12-26 10:00:35.000,2023-12-26 10:00:35.000,Variant 1,1,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
7,START,,2023-12-26 10:00:07.000,2023-12-26 10:00:07.000,Variant 3,3,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
7,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000006,2023-12-26 10:00:07.000,2023-12-26 10:00:08.000,Variant 3,3,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
7,END,,2023-12-26 10:00:08.000,2023-12-26 10:00:08.000,Variant 3,3,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
6,START,,2023-12-26 10:00:06.000,2023-12-26 10:00:06.000,Variant 1,1,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
6,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000003,2023-12-26 10:00:06.000,2023-12-26 10:00:07.000,Variant 1,1,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000007,2023-12-26 10:00:07.000,2023-12-26 10:00:08.000,Variant 1,1,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000001,2023-12-26 10:00:08.000,2023-12-26 10:00:09.000,Variant 1,1,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000006,2023-12-26 10:00:09.000,2023-12-26 10:00:10.000,Variant 1,1,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000002,2023-12-26 10:00:10.000,2023-12-26 10:00:11.000,Variant 1,1,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000008,2023-12-26 10:00:11.000,2023-12-26 10:00:12.000,Variant 1,1,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000005,2023-12-26 10:00:12.000,2023-12-26 10:00:13.000,Variant 1,1,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
6,END,,2023-12-26 10:00:13.000,2023-12-26 10:00:13.000,Variant 1,1,sid-0464ADA1-C752-4565-B399-80998038E50D,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
8,START,,2023-12-26 10:00:08.000,2023-12-26 10:00:08.000,Variant 6,6,sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,,
8,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000010,2023-12-26 10:00:08.000,2023-12-26 10:00:09.000,Variant 6,6,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000005,2023-12-26 10:00:09.000,2023-12-26 10:00:10.000,Variant 6,6,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000001,2023-12-26 10:00:10.000,2023-12-26 10:00:11.000,Variant 6,6,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000007,2023-12-26 10:00:11.000,2023-12-26 10:00:12.000,Variant 6,6,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000004,2023-12-26 10:00:12.000,2023-12-26 10:00:13.000,Variant 6,6,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CONFIGURES EVALUATION SYSTEM,USER-000010,2023-12-26 10:00:13.000,2023-12-26 10:00:14.000,Variant 6,6,sid-46BA577C-694E-4FE3-B29B-A685A5DF6CFC,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,AUTOMOBILE DAMAGE APPRAISER LABELS RECORDS,USER-000006,2023-12-26 10:00:14.000,2023-12-26 10:00:15.000,Variant 6,6,sid-5CC08560-1772-4030-93D7-2431FA07D5DB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CHECKS DATA BALANCING,USER-000002,2023-12-26 10:00:15.000,2023-12-26 10:00:16.000,Variant 6,6,sid-4B0C134E-464A-40B5-B6A6-2E492ABDE178,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CONFIGURES INGESTION SYSTEM,USER-000009,2023-12-26 10:00:16.000,2023-12-26 10:00:17.000,Variant 6,6,sid-176379D8-FF77-4836-9F22-8D918C86867E,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,MACHINE LEARNING ENGINEER CONFIGURES PREPARATION SYSTEM,USER-000005,2023-12-26 10:00:17.000,2023-12-26 10:00:18.000,Variant 6,6,sid-B26B9984-E8C8-4F42-AC04-969DFC4538CF,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CONFIGURES SEGREGATION SYSTEM,USER-000002,2023-12-26 10:00:18.000,2023-12-26 10:00:19.000,Variant 6,6,sid-8B75C472-1588-490D-812B-F57487C5F50A,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,MACHINE LEARNING ENGINEER CONFIGURES DEVELOPMENT SYSTEM,USER-000010,2023-12-26 10:00:19.000,2023-12-26 10:00:20.000,Variant 6,6,sid-42471258-E0A9-4EE3-B512-D506BC38D3C2,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
8,DATA ANALYST CONFIGURES PRODUCTION SYSTEM,USER-000008,2023-12-26 10:00:20.000,2023-12-26 10:00:21.000,Variant 6,6,sid-A6B1955C-AE69-405F-A033-E6681BA131BB,sid-409bb320-0703-4c4e-931e-fbe0b1583949,1.0,QBP_DEFAULT_RESOURCE
