"LOG:concept:name","LOG:lifecycle:model","LOG:source","LOG:Calculation Time (ms)","LOG:Num. States","LOG:Trace Fitness","LOG:Title of Visualization","LOG:Exit code of alignment for trace","LOG:Model move cost empty trace","LOG:Number of LPs solved","LOG:Queued States","LOG:Raw Fitness Cost","LOG:Move-Model Fitness","LOG:Pre-processing time (ms)","LOG:Move-Log Fitness","LOG:Trace Length","LOG:Approximate memory used (kb)","TRACE:concept:name","TRACE:LogType","TRACEAL:Raw Fitness Cost","TRACEAL:Calculation Time (ms)","TRACEAL:Num. States","TRACEAL:Move-Model Fitness","TRACEAL:Trace Fitness","TRACEAL:Pre-processing time (ms)","TRACEAL:Move-Log Fitness","TRACEAL:Trace Length","TRACEAL:Exit code of alignment for trace","TRACEAL:Approximate memory used (kb)","TRACEAL:Number of LPs solved","TRACEAL:Queued States","EVT:elementId","EVT:concept:name","EVT:lifecycle:transition","EVT:processId","EVT:time:timestamp","EVTAL:Transition","EVTAL:TransitionID","EVTAL:TransEvClass","EVTAL:Cost","EVTAL:Marking","EVTAL:ParikhVector","EVTAL:ActivityInstance",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","61","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__END","node d44f20c4-ee84-42c3-af98-9a4e5138bdc7","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","61","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","assign","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:01+01:00","END","node 2ee755d3-7f35-459f-a2aa-0a3fe9edd0ce","END","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","61","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","start","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:01+01:00","end_event_","node 8e1e6d29-0282-4626-9c97-c977ae01c7d8","END","0","[(,1)]","[(END,2)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","61","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","complete","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:01+01:00","t_end_","node 984b5d0a-459d-42bd-b6fa-3170ce64ac29","END","null","[(end_event__ended,1)]","[(END,1)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A","START","assign","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:02+01:00","t_start_","node cf1b1f49-ce1c-4219-9c33-97731b770342","START","null","[(i,1)]","[(END,3) (START,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A","START","start","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:02+01:00","start_event_","node 3e28eb5a-c438-404e-b6c8-4c6391c7dd97","START","0","[(start_event__initial,1)]","[(END,3) (START,2)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A","START","complete","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:02+01:00","START","node 595ed5b0-595c-4e80-80dd-3a5b0fcc3459","START","0","[(,1)]","[(END,3) (START,1)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge_START_","node 2b6b4339-64d7-4e12-954e-c4ba17efa0da","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__","node 79cec6d3-05db-4050-881f-922164bccb80","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge__","node f7fce458-7f65-4d74-8fca-8b1d2b7012d7","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__","node 31aa724c-25e3-41de-b803-ff64510dc5ed","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge__","node a1f94c27-8782-432d-80e1-4ed993471ba6","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__","node a90cab3f-b49d-4f2d-a1bf-86a3acb307e4","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge__","node 64bd403b-950e-49e6-95fb-103fb59119ec","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__END","node d44f20c4-ee84-42c3-af98-9a4e5138bdc7","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","assign","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:02+01:00","END","node 2ee755d3-7f35-459f-a2aa-0a3fe9edd0ce","END","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","start","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:02+01:00","end_event_","node 8e1e6d29-0282-4626-9c97-c977ae01c7d8","END","0","[(,1)]","[(END,2)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","62","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","complete","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:01:02+01:00","t_end_","node 984b5d0a-459d-42bd-b6fa-3170ce64ac29","END","null","[(end_event__ended,1)]","[(END,1)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A","START","assign","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:00:28+01:00","t_start_","node cf1b1f49-ce1c-4219-9c33-97731b770342","START","null","[(i,1)]","[(END,3) (START,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A","START","start","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:00:28+01:00","start_event_","node 3e28eb5a-c438-404e-b6c8-4c6391c7dd97","START","0","[(start_event__initial,1)]","[(END,3) (START,2)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-480F66C4-383B-48E5-AD51-2B5B4BC0BC8A","START","complete","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:00:28+01:00","START","node 595ed5b0-595c-4e80-80dd-3a5b0fcc3459","START","0","[(,1)]","[(END,3) (START,1)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge_START_","node 2b6b4339-64d7-4e12-954e-c4ba17efa0da","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__","node 79cec6d3-05db-4050-881f-922164bccb80","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge__","node f7fce458-7f65-4d74-8fca-8b1d2b7012d7","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__","node 31aa724c-25e3-41de-b803-ff64510dc5ed","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge__","node a1f94c27-8782-432d-80e1-4ed993471ba6","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__","node a90cab3f-b49d-4f2d-a1bf-86a3acb307e4","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_merge__","node 64bd403b-950e-49e6-95fb-103fb59119ec","null","0","[(,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","null","null","null","null","null","xor_split__END","node d44f20c4-ee84-42c3-af98-9a4e5138bdc7","null","0","[(xor_,1)]","[(END,3)]","null",
"561891d1-8528-44d1-a6d4-08b682b0f949","standard","com.qbpsimulator","604.17407","345.64","0.7281117434776456","Alignments of 561891d1-8528-44d1-a6d4-08b682b0f949 on Petri net from ","1.0","4.0","7.109999999999999","385.69999999999993","8.62","0.9929411764705882","0.53388","0.6804257828543432","19.11","76.59999999999998","28","MXML.EnactmentLog","0.0","18.004","73.0","1.0","1.0","0.261","1.0","6.0","1.0","16.0","3.0","73.0","sid-0464ADA1-C752-4565-B399-80998038E50D","END","assign","sid-409bb320-0703-4c4e-931e-fbe0b1583949","2023-12-26T10:00:28+01:00","END","node 2ee755d3-7f35-459f-a2aa-0a3fe9edd0ce","END","0","[(,1)]","[(END,3)]","null",
